date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:50:54	2404/2404	---MC-	200	added ('OK')	text/xml	date:Sat,%2023%20Mar%202024%2009:50:53%20GMT	https://multiutilityuk.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmultiutilityuk.com%2Faccreditations%2F&format=xml	C:/Users/godefroykiliba/Desktop/ttt/https___multiutilityuk.com_/multiutilityuk.com/wp-json/oembed/1.0/embed697d	(from https://multiutilityuk.com/accreditations/)
11:50:55	161/161	---M--	200	added ('OK')	text/css	etag:%22a1-613548820619f%22	https://multiutilityuk.com/wp-content/et-cache/28731/et-core-unified-deferred-28731.min.css?ver=1710103642	C:/Users/godefroykiliba/Desktop/ttt/https___multiutilityuk.com_/multiutilityuk.com/wp-content/et-cache/28731/et-core-unified-deferred-28731.minae60.css	(from https://multiutilityuk.com/accreditations/)
11:50:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2023%20Mar%202024%2009:50:53%20GMT	https://multiutilityuk.com/?p=28731	C:/Users/godefroykiliba/Desktop/ttt/https___multiutilityuk.com_/multiutilityuk.com/index7d53.html	(from https://multiutilityuk.com/accreditations/)
11:50:56	199/199	---M--	403	error ('Forbidden')	text/html	date:Sat,%2023%20Mar%202024%2009:50:54%20GMT	https://multiutilityuk.com/accreditations/info@olymposwater.com	C:/Users/godefroykiliba/Desktop/ttt/https___multiutilityuk.com_/multiutilityuk.com/accreditations/info@olymposwater.com	(from https://multiutilityuk.com/accreditations/)
11:50:57	413215/413215	---M--	200	added ('OK')	image/png	etag:%2264e1f-58c2ae367b572%22	https://multiutilityuk.com/wp-content/uploads/2019/06/salford.png	C:/Users/godefroykiliba/Desktop/ttt/https___multiutilityuk.com_/multiutilityuk.com/wp-content/uploads/2019/06/salford.png	(from https://multiutilityuk.com/projects/)
11:50:58	5964/5964	---M--	200	added ('OK')	text/css	etag:%22174c-613591e42d8ee%22	https://multiutilityuk.com/wp-content/et-cache/28572/et-divi-dynamic-28572-late.css?ver=1710123340	C:/Users/godefroykiliba/Desktop/ttt/https___multiutilityuk.com_/multiutilityuk.com/wp-content/et-cache/28572/et-divi-dynamic-28572-latef7e1.css	(from https://multiutilityuk.com/request-utilities-quote/)
11:51:00	18853/18853	---MC-	200	added ('OK')	application/json	date:Sat,%2023%20Mar%202024%2009:50:58%20GMT	https://multiutilityuk.com/wp-json/wp/v2/pages/28572	C:/Users/godefroykiliba/Desktop/ttt/https___multiutilityuk.com_/multiutilityuk.com/wp-json/wp/v2/pages/28572.json	(from https://multiutilityuk.com/request-utilities-quote/)
11:51:05	2373/2373	---MC-	200	added ('OK')	application/json	date:Sat,%2023%20Mar%202024%2009:50:58%20GMT	https://multiutilityuk.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmultiutilityuk.com%2Frequest-utilities-quote%2F	C:/Users/godefroykiliba/Desktop/ttt/https___multiutilityuk.com_/multiutilityuk.com/wp-json/oembed/1.0/embedc8ad.json	(from https://multiutilityuk.com/request-utilities-quote/)
11:51:05	449775/449775	---M--	200	added ('OK')	image/jpeg	etag:%226dcef-58cddfb67c630%22	https://multiutilityuk.com/wp-content/uploads/2019/07/TC-Accreditations-Header.jpg	C:/Users/godefroykiliba/Desktop/ttt/https___multiutilityuk.com_/multiutilityuk.com/wp-content/uploads/2019/07/TC-Accreditations-Header.jpg	(from https://multiutilityuk.com/accreditations/)
11:51:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2023%20Mar%202024%2009:51:03%20GMT	https://multiutilityuk.com/?p=28572	C:/Users/godefroykiliba/Desktop/ttt/https___multiutilityuk.com_/multiutilityuk.com/indexbd88.html	(from https://multiutilityuk.com/request-utilities-quote/)
11:51:06	2425/2425	---MC-	200	added ('OK')	text/xml	date:Sat,%2023%20Mar%202024%2009:51:05%20GMT	https://multiutilityuk.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmultiutilityuk.com%2Frequest-utilities-quote%2F&format=xml	C:/Users/godefroykiliba/Desktop/ttt/https___multiutilityuk.com_/multiutilityuk.com/wp-json/oembed/1.0/embed56b9	(from https://multiutilityuk.com/request-utilities-quote/)
11:51:08	6716/6716	---M--	200	added ('OK')	text/css	etag:%221a3c-613591e42e4a6%22	https://multiutilityuk.com/wp-content/et-cache/28572/et-core-unified-deferred-28572.min.css?ver=1710123340	C:/Users/godefroykiliba/Desktop/ttt/https___multiutilityuk.com_/multiutilityuk.com/wp-content/et-cache/28572/et-core-unified-deferred-28572.minf7e1.css	(from https://multiutilityuk.com/request-utilities-quote/)
11:51:08	1323/1323	---M--	200	added ('OK')	image/png	etag:%2252b-58d9023f66690%22	https://multiutilityuk.com/wp-content/uploads/2019/07/1-1.png	C:/Users/godefroykiliba/Desktop/ttt/https___multiutilityuk.com_/multiutilityuk.com/wp-content/uploads/2019/07/1-1.png	(from https://multiutilityuk.com/request-utilities-quote/)
11:51:09	1794/1794	---M--	200	added ('OK')	image/png	etag:%22702-58d9023ff3090%22	https://multiutilityuk.com/wp-content/uploads/2019/07/2-1.png	C:/Users/godefroykiliba/Desktop/ttt/https___multiutilityuk.com_/multiutilityuk.com/wp-content/uploads/2019/07/2-1.png	(from https://multiutilityuk.com/request-utilities-quote/)
11:51:10	2851/2851	---M--	200	added ('OK')	image/png	etag:%22b23-58d9024067bc0%22	https://multiutilityuk.com/wp-content/uploads/2019/07/3-1.png	C:/Users/godefroykiliba/Desktop/ttt/https___multiutilityuk.com_/multiutilityuk.com/wp-content/uploads/2019/07/3-1.png	(from https://multiutilityuk.com/request-utilities-quote/)
11:51:10	199/199	---M--	403	error ('Forbidden')	text/html	date:Sat,%2023%20Mar%202024%2009:51:09%20GMT	https://multiutilityuk.com/request-utilities-quote/info@olymposwater.com	C:/Users/godefroykiliba/Desktop/ttt/https___multiutilityuk.com_/multiutilityuk.com/request-utilities-quote/info@olymposwater.com	(from https://multiutilityuk.com/request-utilities-quote/)
